user_id,company_name,email,plan,mrr,status,signup_date,churn_date,churn_reason,payment_failures,country,industry,created_at,account_age_days,acquisition_channel,signup_month
usr_0054,Russell Digital Group,nperry@price-carrillo.com,pro,399,active,2025-12-05,,,0,FR,HR Tech,2025-12-05,136,paid_ads,2025-12
usr_0055,Gates Works,wwoods@molina-castaneda.biz,pro,399,active,2025-06-10,,,0,DE,Education Tech,2025-06-10,314,partner,2025-06
usr_0056,Medina Systems,tracynelson@johnson-rogers.biz,growth,149,churned,2025-07-08,2025-08-26,switched_competitor,1,US,SaaS / Software,2025-07-08,286,organic,2025-07
usr_0057,Ramsey Ventures Ltd,ncalhoun@johnson.com,growth,149,churned,2025-09-01,2026-03-07,missing_features,0,IN,Logistics,2025-09-01,231,partner,2025-09
usr_0058,Day and Sons,qwhite@murphy-gibson.com,starter,49,active,2026-04-15,,,0,KE,SaaS / Software,2026-04-15,5,referral,2026-04
usr_0059,Juarez Labs,aramirez@conley-ruiz.net,pro,399,active,2026-03-08,,,0,AU,Cybersecurity,2026-03-08,43,organic,2026-03
usr_0060,Williams Ventures Inc,jeffrey10@herring.com,starter,49,active,2025-09-29,,,0,US,Real Estate Tech,2025-09-29,203,referral,2025-09
usr_0061,"Hernandez, Martinez and Caldwell",stevenscott@jackson-lawson.com,pro,399,active,2025-07-17,,,0,US,Healthcare Tech,2025-07-17,277,partner,2025-07
usr_0062,Strickland Ventures Group,tamirodriguez@hickman.biz,starter,49,churned,2025-10-11,2025-11-27,missing_features,1,AU,Education Tech,2025-10-11,191,paid_ads,2025-10
usr_0063,Sanders Digital Group,charlesvaughn@sanchez.org,pro,399,churned,2025-05-13,2025-10-26,missing_features,1,US,E-commerce,2025-05-13,342,paid_ads,2025-05
usr_0064,Trujillo IO,reedross@jones-holland.com,pro,399,active,2026-03-29,,,0,IN,Marketing / AdTech,2026-03-29,22,paid_ads,2026-03
usr_0065,Atkinson HQ,xgarcia@snow.com,pro,399,active,2026-03-04,,,0,US,Marketing / AdTech,2026-03-04,47,organic,2026-03
usr_0066,Gross Ventures Group,christina87@graham-simon.com,starter,49,active,2026-02-16,,,0,GB,SaaS / Software,2026-02-16,63,organic,2026-02
usr_0067,Christian-Rivas,ramirezshannon@hudson-barnett.com,starter,49,active,2026-02-02,,,0,US,Cybersecurity,2026-02-02,77,referral,2026-02
usr_0068,Snyder LLC,tonykelly@peterson-beard.com,growth,149,churned,2025-09-02,2025-12-14,missing_features,0,GB,HR Tech,2025-09-02,230,organic,2025-09
usr_0069,"Smith, Vaughan and Miller",wfreeman@vaughn.info,enterprise,999,active,2025-09-24,,,0,DE,Fintech,2025-09-24,208,organic,2025-09
usr_0070,West Works,davisjeffrey@sanchez.net,enterprise,999,active,2025-07-25,,,0,CA,HR Tech,2025-07-25,269,organic,2025-07
usr_0071,Schmidt Labs,jbarajas@bell-chavez.com,starter,49,active,2026-02-02,,,0,US,Logistics,2026-02-02,77,sales,2026-02
usr_0072,Hall-Griffith,david82@robinson.com,growth,149,churned,2025-12-20,2026-01-21,no_longer_needed,1,CA,SaaS / Software,2025-12-20,121,sales,2025-12
usr_0073,"Lawrence, Wolf and Carlson",wallkenneth@white-smith.net,growth,149,active,2026-03-12,,,1,CA,Fintech,2026-03-12,39,organic,2026-03
usr_0074,Hill Inc,heidi27@salas.com,growth,149,churned,2025-08-14,2025-10-29,switched_competitor,1,DE,HR Tech,2025-08-14,249,sales,2025-08
usr_0075,Harrison Ventures Group,dpeterson@everett-woods.com,enterprise,999,active,2026-03-26,,,0,US,Real Estate Tech,2026-03-26,25,organic,2026-03
usr_0076,Vasquez-Ray,hernandezlisa@miller-wright.net,starter,49,active,2026-04-19,,,0,US,Healthcare Tech,2026-04-19,1,organic,2026-04
usr_0077,Obrien-Gibbs,kimberlyjames@evans-chapman.biz,growth,149,active,2025-09-26,,,0,AU,Logistics,2025-09-26,206,referral,2025-09
usr_0078,Torres Labs,lynchjody@garrett.com,starter,49,active,2026-03-13,,,0,US,Education Tech,2026-03-13,38,organic,2026-03
usr_0079,Moore Cloud Group,andreamoore@hayes-wheeler.com,growth,149,active,2025-12-11,,,0,SG,Real Estate Tech,2025-12-11,130,organic,2025-12
usr_0080,Johnson HQ,jasmine71@hall.org,pro,399,active,2025-09-07,,,0,CA,Fintech,2025-09-07,225,organic,2025-09
usr_0081,Guerrero Works,ronaldstephens@hernandez.com,starter,49,active,2025-08-25,,,0,CA,Real Estate Tech,2025-08-25,238,sales,2025-08
usr_0082,Sparks PLC,scott74@powell.info,enterprise,999,active,2026-03-04,,,0,AU,HR Tech,2026-03-04,47,paid_ads,2026-03
usr_0083,George Group,cassandra01@hayden.org,starter,49,active,2026-03-24,,,0,US,Marketing / AdTech,2026-03-24,27,paid_ads,2026-03
usr_0084,Sampson HQ,barbara27@pearson.org,starter,49,churned,2026-02-13,2026-04-04,no_longer_needed,3,US,HR Tech,2026-02-13,66,organic,2026-02
usr_0085,Graham Digital Ltd,ecosta@ortiz-morris.com,starter,49,churned,2025-08-28,2025-12-07,too_expensive,2,US,SaaS / Software,2025-08-28,235,partner,2025-08
usr_0086,Rivera Ltd,zroberts@johnson.com,enterprise,999,active,2025-10-25,,,0,US,Cybersecurity,2025-10-25,177,paid_ads,2025-10
usr_0087,Cordova Tech,ahancock@booth.net,enterprise,999,active,2025-12-14,,,0,BR,Healthcare Tech,2025-12-14,127,paid_ads,2025-12
usr_0088,Cox AI,wgarrett@harris.com,growth,149,active,2025-12-10,,,0,US,Logistics,2025-12-10,131,organic,2025-12
usr_0089,Pennington Systems,fgilmore@johnson.org,starter,49,churned,2025-08-14,2026-02-02,missing_features,3,IN,E-commerce,2025-08-14,249,organic,2025-08
usr_0090,Mckinney LLC,tranchristopher@murray.com,growth,149,churned,2025-07-09,2025-09-19,switched_competitor,2,CA,Real Estate Tech,2025-07-09,285,paid_ads,2025-07
usr_0091,Jimenez Analytics Group,william46@baird-sanchez.net,starter,49,churned,2025-08-20,2025-11-27,switched_competitor,3,CA,Healthcare Tech,2025-08-20,243,paid_ads,2025-08
usr_0092,Thomas Works,sandraromero@shields.biz,starter,49,active,2025-11-30,,,1,GB,E-commerce,2025-11-30,141,sales,2025-11
usr_0093,Villa-Romero,campbellkenneth@carpenter.info,starter,49,active,2026-03-14,,,1,SG,HR Tech,2026-03-14,37,organic,2026-03
usr_0094,Ryan Ventures Ltd,martin86@cantu-kane.com,growth,149,active,2025-07-16,,,1,AU,Real Estate Tech,2025-07-16,278,paid_ads,2025-07
usr_0095,"Reyes, Chase and Jenkins",julie66@sparks.com,starter,49,active,2026-04-03,,,1,NL,Cybersecurity,2026-04-03,17,partner,2026-04
usr_0096,Martinez HQ,molly71@lozano.com,pro,399,active,2026-03-25,,,0,DE,Fintech,2026-03-25,26,organic,2026-03
usr_0097,Harrison LLC,cindy61@phelps-villarreal.biz,starter,49,active,2026-03-14,,,0,US,SaaS / Software,2026-03-14,37,sales,2026-03
usr_0098,Sims-Clay,cbrennan@jones.com,starter,49,churned,2025-09-27,2025-12-03,too_expensive,2,CA,Fintech,2025-09-27,205,paid_ads,2025-09
usr_0099,Francis Works,wgood@padilla.com,growth,149,active,2026-03-11,,,0,SG,Cybersecurity,2026-03-11,40,paid_ads,2026-03
usr_0100,Berger HQ,nguyenbrian@brooks-thomas.net,starter,49,active,2025-04-20,,,0,GB,Logistics,2025-04-20,365,paid_ads,2025-04
usr_0101,Knight-Sparks,gregorylynch@harvey-allen.org,starter,49,churned,2025-05-05,2025-06-09,missing_features,2,BR,Logistics,2025-05-05,350,referral,2025-05
usr_0102,Hall Ltd,steve07@byrd-moore.info,pro,399,active,2025-06-19,,,0,DE,Real Estate Tech,2025-06-19,305,sales,2025-06
usr_0103,Huerta-Evans,dvaughn@gonzalez-cruz.info,growth,149,active,2025-09-12,,,0,CA,Healthcare Tech,2025-09-12,220,referral,2025-09
usr_0104,Rodriguez Solutions Ltd,karmstrong@haney-phillips.biz,starter,49,active,2026-03-18,,,0,US,Cybersecurity,2026-03-18,33,paid_ads,2026-03
usr_0105,Smith-Grimes,lozanojulie@parsons-hall.com,starter,49,churned,2025-12-01,2025-12-25,no_longer_needed,4,NL,HR Tech,2025-12-01,140,partner,2025-12
usr_0106,Fields PLC,erica21@lucas.org,growth,149,active,2026-04-01,,,0,FR,Marketing / AdTech,2026-04-01,19,referral,2026-04
usr_0107,Diaz HQ,christopherphillips@perry.com,pro,399,active,2026-04-16,,,0,US,HR Tech,2026-04-16,4,referral,2026-04
usr_0108,Schmidt AI,maria47@francis-morgan.com,enterprise,999,active,2026-03-23,,,0,IN,Education Tech,2026-03-23,28,sales,2026-03
usr_0109,Mcdonald AI,taylortammy@ramsey.net,growth,149,active,2025-12-13,,,0,CA,Healthcare Tech,2025-12-13,128,organic,2025-12
usr_0110,Davis-Foster,amanda75@curry.com,growth,149,active,2026-03-26,,,0,US,SaaS / Software,2026-03-26,25,paid_ads,2026-03
usr_0111,Rodriguez Systems,thomasharvey@murphy.info,pro,399,active,2026-03-12,,,0,US,HR Tech,2026-03-12,39,paid_ads,2026-03
usr_0112,"Turner, Ortiz and Taylor",torrestravis@young.com,starter,49,active,2025-12-19,,,1,US,Logistics,2025-12-19,122,organic,2025-12
usr_0113,Price AI,ellen86@newton.com,starter,49,active,2025-05-11,,,0,US,Marketing / AdTech,2025-05-11,344,organic,2025-05
usr_0114,Gilbert-Crosby,antonio53@wallace-young.com,starter,49,active,2026-01-21,,,0,ZA,Real Estate Tech,2026-01-21,89,organic,2026-01
usr_0115,Garcia Cloud Inc,amy50@hill-donaldson.info,pro,399,active,2026-01-23,,,1,US,Real Estate Tech,2026-01-23,87,organic,2026-01
usr_0116,Davis Analytics Inc,darleneharper@williams.com,starter,49,churned,2025-10-06,2025-10-20,switched_competitor,1,US,HR Tech,2025-10-06,196,organic,2025-10
usr_0117,Buchanan and Sons,gallegosangela@robinson.com,growth,149,active,2026-03-22,,,0,US,SaaS / Software,2026-03-22,29,paid_ads,2026-03
usr_0118,Kramer HQ,ramireztracey@fernandez.com,growth,149,active,2025-09-10,,,0,US,HR Tech,2025-09-10,222,organic,2025-09
usr_0119,Guerrero Tech,andersonmichael@chapman.com,pro,399,churned,2025-12-25,2026-03-29,missing_features,2,BR,SaaS / Software,2025-12-25,116,organic,2025-12
usr_0120,Williams-Harmon,reesethomas@palmer-rodriguez.net,growth,149,active,2025-11-15,,,2,US,E-commerce,2025-11-15,156,paid_ads,2025-11
usr_0121,Dougherty Inc,stephen00@boone-simmons.com,pro,399,active,2026-03-22,,,1,US,Real Estate Tech,2026-03-22,29,paid_ads,2026-03
usr_0122,Henry Digital Ltd,fjones@franklin-jones.com,pro,399,active,2026-01-02,,,0,US,Healthcare Tech,2026-01-02,108,organic,2026-01
usr_0123,"Schultz, Kelley and Nguyen",shawn96@mcguire.net,growth,149,active,2026-03-28,,,0,AU,E-commerce,2026-03-28,23,referral,2026-03
usr_0124,"Glenn, Jordan and Beasley",dmorgan@perry-davis.biz,growth,149,active,2025-11-11,,,0,GB,E-commerce,2025-11-11,160,paid_ads,2025-11
usr_0125,Edwards Works,nicholas27@davis.com,pro,399,active,2025-05-11,,,0,IN,Education Tech,2025-05-11,344,paid_ads,2025-05
usr_0126,Davis-Rodgers,angelawillis@hoffman.biz,starter,49,churned,2025-07-19,2025-11-01,missing_features,3,US,Cybersecurity,2025-07-19,275,sales,2025-07
usr_0127,Parrish Cloud Group,schmittcaroline@garcia-romero.com,enterprise,999,active,2025-07-27,,,0,US,HR Tech,2025-07-27,267,referral,2025-07
usr_0128,"Olson, Boone and Bell",danny49@aguirre.org,starter,49,active,2026-03-14,,,0,US,Marketing / AdTech,2026-03-14,37,referral,2026-03
usr_0129,Austin Solutions Group,lynchdiane@adams.com,growth,149,active,2026-01-19,,,0,US,HR Tech,2026-01-19,91,sales,2026-01
usr_0130,Dorsey Tech,adam29@morales.com,pro,399,active,2026-04-07,,,0,US,SaaS / Software,2026-04-07,13,paid_ads,2026-04
usr_0131,Davis HQ,nicholaschavez@wood.com,growth,149,churned,2026-01-18,2026-03-24,too_expensive,1,US,Logistics,2026-01-18,92,organic,2026-01
usr_0132,"Carlson, Ware and Moore",craigjoseph@coleman.com,starter,49,churned,2025-05-26,2025-09-11,too_expensive,0,US,Real Estate Tech,2025-05-26,329,paid_ads,2025-05
usr_0133,"Wilson, Jordan and Campbell",trose@walker.com,pro,399,active,2025-12-01,,,0,US,E-commerce,2025-12-01,140,organic,2025-12
usr_0134,Smith Solutions Ltd,sierra24@murphy-smith.biz,starter,49,active,2026-01-27,,,0,GB,SaaS / Software,2026-01-27,83,referral,2026-01
usr_0135,Anderson PLC,vincentwhitaker@jones-hensley.com,starter,49,churned,2025-08-09,2025-12-11,no_longer_needed,0,US,Education Tech,2025-08-09,254,sales,2025-08
usr_0136,Smith-Morse,barbara96@bowman.com,starter,49,active,2025-07-06,,,0,US,Real Estate Tech,2025-07-06,288,sales,2025-07
usr_0137,Solis PLC,xcollier@kim.com,starter,49,churned,2025-08-20,2026-02-24,missing_features,0,GB,Fintech,2025-08-20,243,organic,2025-08
usr_0138,Chapman-Warren,vharrell@walker-maxwell.com,pro,399,churned,2025-10-08,2026-02-18,missing_features,1,CA,E-commerce,2025-10-08,194,sales,2025-10
usr_0139,"Schultz, Schmidt and Lee",michael23@thomas.com,enterprise,999,active,2026-01-24,,,0,CA,Real Estate Tech,2026-01-24,86,paid_ads,2026-01
usr_0140,"Hernandez, Malone and Jones",kmarshall@cole.org,growth,149,churned,2026-01-16,2026-03-09,missing_features,1,FR,Logistics,2026-01-16,94,organic,2026-01
usr_0141,Morris Works,edward17@welch-hogan.org,growth,149,active,2025-12-13,,,0,CA,Fintech,2025-12-13,128,sales,2025-12
usr_0142,Bell Inc,steven00@decker-jones.com,starter,49,churned,2025-12-09,2025-12-26,too_expensive,3,AU,Real Estate Tech,2025-12-09,132,organic,2025-12
usr_0143,Gilbert AI,jford@huang.com,pro,399,active,2025-04-26,,,0,US,E-commerce,2025-04-26,359,paid_ads,2025-04
usr_0144,Morris Digital Ltd,dmason@garcia-nolan.com,starter,49,churned,2025-10-17,2025-11-24,missing_features,1,AU,Marketing / AdTech,2025-10-17,185,organic,2025-10
usr_0145,Haas Cloud Inc,wagnergerald@zimmerman.net,growth,149,churned,2025-06-12,2025-09-19,too_expensive,0,US,Marketing / AdTech,2025-06-12,312,referral,2025-06
usr_0146,"Bishop, Cox and Hardin",vortiz@harper.com,pro,399,active,2025-08-03,,,0,US,HR Tech,2025-08-03,260,referral,2025-08
usr_0147,Rivera AI,umitchell@brandt.com,growth,149,active,2026-01-13,,,0,CA,Fintech,2026-01-13,97,organic,2026-01
usr_0148,Aguilar Digital Inc,sabrinacollins@hale.com,starter,49,active,2026-02-01,,,0,BR,Healthcare Tech,2026-02-01,78,paid_ads,2026-02
usr_0149,Collins AI,vschneider@santiago.net,pro,399,active,2025-10-22,,,0,AU,SaaS / Software,2025-10-22,180,organic,2025-10
usr_0150,Davis AI,bromero@parker-bean.com,starter,49,active,2026-01-12,,,1,DE,E-commerce,2026-01-12,98,referral,2026-01
usr_0151,Meza Digital Inc,ilee@jones.net,enterprise,999,active,2025-08-16,,,0,US,HR Tech,2025-08-16,247,referral,2025-08
usr_0152,Wise HQ,stanleynancy@anderson.org,pro,399,active,2025-11-30,,,0,DE,Cybersecurity,2025-11-30,141,organic,2025-11
usr_0153,Lamb Works,jenniferwilliams@rhodes-young.info,growth,149,active,2026-01-10,,,0,US,Logistics,2026-01-10,100,paid_ads,2026-01
usr_0154,"Mitchell, Goodman and Cole",kylestokes@mckee-lee.org,starter,49,churned,2025-06-18,2025-08-08,no_longer_needed,1,DE,Fintech,2025-06-18,306,paid_ads,2025-06
usr_0155,Murray-Campbell,ashaw@montoya.com,starter,49,active,2026-01-09,,,0,US,SaaS / Software,2026-01-09,101,organic,2026-01
usr_0156,Williams-Castillo,angela18@mitchell.com,growth,149,churned,2025-08-13,2025-10-03,poor_support,2,IN,Fintech,2025-08-13,250,organic,2025-08
usr_0157,Cole HQ,mariahdavis@velasquez.com,starter,49,active,2026-02-12,,,0,US,Real Estate Tech,2026-02-12,67,referral,2026-02
usr_0158,Perry Tech,pshaw@vang-brooks.com,starter,49,active,2026-02-17,,,0,US,Logistics,2026-02-17,62,organic,2026-02
usr_0159,Flores Digital Group,combsdebra@taylor.info,growth,149,active,2026-02-16,,,0,US,HR Tech,2026-02-16,63,referral,2026-02
usr_0160,"Guerra, Blake and Harrison",bullockandrew@conley.org,growth,149,active,2025-11-23,,,1,US,Education Tech,2025-11-23,148,paid_ads,2025-11
usr_0161,Rose Cloud Group,parsonsjohn@williams.org,growth,149,active,2025-10-15,,,0,US,SaaS / Software,2025-10-15,187,organic,2025-10
usr_0162,Bryant Ventures Inc,copelandvincent@smith.com,pro,399,churned,2026-01-22,2026-04-05,too_expensive,0,FR,Fintech,2026-01-22,88,sales,2026-01
usr_0163,Patterson-Mendez,ashleylopez@miller.net,pro,399,active,2026-04-04,,,0,CA,Cybersecurity,2026-04-04,16,organic,2026-04
usr_0164,"Romero, Mcneil and Spencer",cmarks@hughes.com,starter,49,active,2026-01-28,,,0,NL,Healthcare Tech,2026-01-28,82,paid_ads,2026-01
usr_0165,Cooper Ltd,ingramjill@anderson-bell.com,pro,399,active,2026-04-08,,,0,US,Healthcare Tech,2026-04-08,12,sales,2026-04
usr_0166,"Thompson, Maxwell and Marshall",zwelch@brown.com,pro,399,active,2026-01-06,,,0,DE,Education Tech,2026-01-06,104,paid_ads,2026-01
usr_0167,Carter Cloud Ltd,moodynina@mahoney-robertson.net,starter,49,active,2025-10-27,,,0,DE,Fintech,2025-10-27,175,organic,2025-10
usr_0168,King-Mullins,justinatkins@glenn.com,growth,149,active,2025-12-25,,,0,US,Logistics,2025-12-25,116,organic,2025-12
usr_0169,Martinez Ventures Group,samuel67@morgan-lopez.info,enterprise,999,churned,2025-05-24,2026-01-15,contract_ended,1,US,Education Tech,2025-05-24,331,referral,2025-05
usr_0170,Richardson Analytics Group,laurie61@morrison-short.net,starter,49,churned,2025-08-19,2025-10-02,missing_features,2,US,Cybersecurity,2025-08-19,244,referral,2025-08
usr_0171,Carter Ventures Ltd,millerdonna@griffin-robbins.com,growth,149,active,2026-01-02,,,0,CA,Fintech,2026-01-02,108,organic,2026-01
usr_0172,Norris HQ,sergio59@hill-whitney.com,growth,149,active,2026-02-11,,,0,US,HR Tech,2026-02-11,68,partner,2026-02
usr_0173,Lambert Group,william20@allison.info,starter,49,active,2026-04-01,,,0,US,Cybersecurity,2026-04-01,19,partner,2026-04
usr_0174,Johnson Ventures Group,youngdeanna@reyes-bradley.org,growth,149,active,2026-02-03,,,0,AU,Marketing / AdTech,2026-02-03,76,referral,2026-02
usr_0175,Hernandez Labs,xrush@hines-berry.net,starter,49,churned,2026-02-27,2026-04-10,too_expensive,2,GB,Marketing / AdTech,2026-02-27,52,paid_ads,2026-02
usr_0176,Richardson Cloud Inc,debra31@fitzgerald.net,starter,49,active,2026-01-02,,,0,NL,Real Estate Tech,2026-01-02,108,paid_ads,2026-01
usr_0177,Mcintyre-Wilson,jane39@benson-lutz.com,enterprise,999,active,2025-10-13,,,0,US,Real Estate Tech,2025-10-13,189,organic,2025-10
